(NSW)",FULL DISTRIBUTION,,,,,,,,GRAYNDLER (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"GRAYNDLER
(NSW)",FULL DISTRIBUTION,,,,,,,,PARRAMATTA (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,PARRAMATTA (NSW),FULL DISTRIBUTION,,,,,,,,REID (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,REID (NSW),FULL DISTRIBUTION,,,,,,,,WATSON (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,WATSON (NSW),FULL DISTRIBUTION,,,,,
,NSW,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH
,Weights,0.2555296314,0.1251516565562296,0.25571628558096127,0.36360242650489966,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.07942278291,,,,,Weights,0.159914964,0.17337900082673913,0.320656667060352,0.34604936813511283,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.06374854171,,,,,Weights,0.6861791844,0.06429209246949104,0.0,0.06637563250322454,0.1831530905843834,0.0,,Calibrate,,,,,,,,,,ELIMINATED,GREENS,,,0.1019753882,,,,,Weights,0.2494944781,0.1723440659511588,0.25976046041375017,0.3184009954891896,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.05072149484,,,,,Weights,0.1577740866,0.20872957980004822,0.15126411286799685,0.48223222074362454,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.05757393823,,,,,Weights,0.1473391581,0.19479745830023829,0.11616362192216044,0.5416997617156474,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.04070887177,,,,,Weights,0,0.06830818109610802,0.0,0.040243579560497754,0.6822875297855441,0.20916070955785013,,Calibrate,,,,,,,,,,ELIMINATED,GREENS,,,0.07325949777,,,,,Weights,0.2006376196,0.12391073326248672,0.393836344314559,0.281615302869288,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,OTHER,,,0.03064191091,,,,,Weights,0.1610712939,0.2317364516534641,0.16459197786998617,0.4426002766251729,0.0,0.0,,Calibrate,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.09700896435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.02048060805,0.01003086026,0.02049556831,0.02914260371,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01005102217,0.01089726775,0.02015400678,0.02174999627,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.07223813621,0.006768408366,,0.006987754934,0.01928160778,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01277092952,0.008821814157,0.01329641664,0.0162980628,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.009216932307,0.01219367799,0.008836629126,0.02817130386,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.00603426444,0.007977915655,0.004757472638,0.02218527412,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,,0.004940383357,,0.00291061345,0.04934638725,0.01512753043,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.006188687999,0.003822039305,0.01214792252,0.008686452965,,,,,,,,,,,,,True,,,,,,,,,,DISTRIBUTED,0.01596386016,0.0229675209,0.01631279699,0.04386634486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 3,0.3880676359,0.1898723774645602,0.13698774008814973,0.2942239961663995,0.0,0.0,3,1.00915175,,True,True,True,True,False,False,GRN,,ROUND 3,0.3845483457,0.1881504715,0.1357454319,0.2915557509,,,,,Round 3,0.3993637875,0.10169536272349972,0.25474367574229617,0.23013804864830023,0.0,0.0,2,0.9859408746,,True,True,True,True,False,False,LNP,,ROUND 3,0.4050585565,0.1031454982,0.2583762194,0.2334197258,,,,,Round 3,0.4044579432,0.2024506521528759,0.0,0.2719696032161351,0.153487641573931,0.0,5,1.03236584,,True,True,False,True,True,False,IND,,ROUND 3,0.3917777279,0.1961035946,,0.2634430476,0.1486756299,,,,Round 3,0.3892693019,0.22723715918155274,0.1315148875634996,0.2611607205033932,0.0,0.0,3,1.009182069,,True,True,True,True,False,False,GRN,,ROUND 3,0.3857275251,0.225169636,0.130318296,0.2587845429,,,,,Round 3,0.396940663,0.17913360392480404,0.14568700240983692,0.292908650451876,0.0,0.0,3,1.01466992,,True,True,True,True,False,False,GRN,,ROUND 3,0.3912017645,0.1765437217,0.1435806853,0.2886738285,,,,,Round 3,0.3696617552,0.22163615251760638,0.1397279115427036,0.27501844266244635,0.0,0.0,3,1.006044262,,True,True,True,True,False,False,GRN,,ROUND 3,0.3674408465,0.220304574,0.1388884335,0.2733661461,,,,,Round 3,0,0.2916111644481213,0.0,0.21781320196358303,0.3671580606113936,0.1106604109539864,6,0.987242838,,False,True,False,True,True,True,OTH,,ROUND 3,,0.2953793669,,0.2206277864,0.3719024808,0.1120903659,,,Round 3,0.3837281449,0.12624649545935668,0.23485937401985335,0.26179716078415805,0.0,0.0,2,1.006631175,,True,True,True,True,False,False,LNP,,ROUND 3,0.3812003387,0.1254148476,0.2333122397,0.260072574,,,,,Round 3,0.3594848706,0.20366058938235054,0.15878705760944722,0.29973103254896727,0.0,0.0,3,1.02166355,,True,True,True,True,False,False,GRN,,ROUND 3,0.3518622843,0.1993421311,0.1554201063,0.2933754782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated,0.1369877401,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1016953627,,LNP,ALP+GRN+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1534876416,,IND,ALP+LNP+ON,5,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1315148876,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1456870024,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1397279115,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.110660411,,OTH,LNP+ON+IND,6,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1262464955,,LNP,ALP+GRN+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated,0.1587870576,,GRN,ALP+LNP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.6648988032,0.23010119681684318,0.0,0.10500000000000001,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1357454319,,,,,Weights,0.4062550607,0.0,0.1812449392712551,0.41250000000000003,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.1031454982,,,,,Weights,0.4397182091,0.4423448063486639,0.0,0.11793698451743595,0.0,0.0,,,,,,,,,,,,ELIMINATED,INDEPENDENT,,,0.1486756299,,,,,Weights,0.7036515791,0.19134842089943244,0.0,0.10500000000000002,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.130318296,,,,,Weights,0.6981153988,0.19688460120437506,0.0,0.10500000000000001,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1435806853,,,,,Weights,0.7782167171,0.11678328290468987,0.0,0.105,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1388884335,,,,,Weights,0,0.2852950424483806,0.0,0.382454669321874,0.3322502882297453,0.0,,,,,,,,,,,,ELIMINATED,OTHER,,,0.1120903659,,,,,Weights,0.1428571429,0.0,0.07142857142857142,0.7857142857142857,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.1254148476,,,,,Weights,0.6366735492,0.2583264507715714,0.0,0.10500000000000001,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.1554201063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.09108298444,0.03152104294,,0.01438371271,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.04131425576,,0.01843176984,0.04194933712,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06749131088,0.06789446109,,0.01810186961,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.09254065831,0.02516516606,,0.01380906319,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1017063398,0.02868352737,,0.01529713525,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1087385966,0.01631788422,,0.01467143071,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.03157086664,,0.04232259088,0.03676695344,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.01803521364,,0.009017606819,0.099193675,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1010955195,0.04101889702,,0.01667264105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 4 (3CP),0.4791506203,0.2213934204080781,0.0,0.3086077088756552,0.0,0.0,2,1.00915175,,True,True,False,True,False,False,LNP,,3CP,0.4748053209,0.2193856578,,0.3058090213,,,,,Round 4 (3CP),0.4406780432,0.0,0.27317544558328516,0.27208738577174385,0.0,0.0,4,0.9859408746,,True,False,True,True,False,False,ON,,3CP,0.4469619372,,0.277070819,0.2759672439,,,,,Round 4 (3CP),0.4719492541,0.27034511324180954,0.0,0.2900714728240576,0.0,0.0,2,1.03236584,,True,True,False,True,False,False,LNP,,3CP,0.4571531096,0.2618694873,,0.2809774031,,,,,Round 4 (3CP),0.4818099602,0.2524023252415948,0.0,0.27496978369756064,0.0,0.0,2,1.009182069,,True,True,False,True,False,False,LNP,,3CP,0.4774261998,0.2501058362,,0.272467964,,,,,Round 4 (3CP),0.4986470028,0.20781713129492563,0.0,0.30820578570490886,0.0,0.0,2,1.01466992,,True,True,False,True,False,False,LNP,,3CP,0.4914376519,0.2048125476,,0.3037498005,,,,,Round 4 (3CP),0.4784003518,0.23795403674097942,0.0,0.28968987337443025,0.0,0.0,2,1.006044262,,True,True,False,True,False,False,LNP,,3CP,0.4755261472,0.2365244212,,0.2879494316,,,,,Round 4 (3CP),0,0.3231820310885941,0.0,0.2601357928420126,0.4039250140464776,0.0,4,0.987242838,,False,True,False,True,True,False,ON,,3CP,,0.3273581926,,0.2634972702,0.4091445372,,,,Round 4 (3CP),0.4017633586,0.0,0.24387698083837883,0.3609908357879383,0.0,0.0,3,1.006631175,,True,False,True,True,False,False,GRN,,3CP,0.3991167455,,0.2422704431,0.3586128114,,,,,Round 4 (3CP),0.4605803901,0.2446794864030601,0.0,0.31640367359795923,0.0,0.0,2,1.02166355,,True,True,False,True,False,False,LNP,,3CP,0.4508141551,0.2394912556,,0.3096945893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Eliminated ,0.2213934204,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2720873858,,ON,ALP+GRN,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2703451132,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2524023252,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2078171313,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2379540367,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2601357928,,ON,LNP+IND,4,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2438769808,,GRN,ALP+ON,3,,,,,,,,,,,,,SWING,,,,,,,,,Eliminated ,0.2446794864,,LNP,ALP+ON,2,,,,,,,,,,,,,SWING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Weights,0.257,0.0,0.0,0.743,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2193856578,,,,,Weights,0.5037273695,0.0,0.49627263045793396,0.0,0.0,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2759672439,,,,,Weights,0.257,0.0,0.0,0.743,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2618694873,,,,,Weights,0.257,0.0,0.0,0.743,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2501058362,,,,,Weights,0.257,0.0,0.0,0.743,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2048125476,,,,,Weights,0.257,0.0,0.0,0.743,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2365244212,,,,,Weights,0,0.7024102681124145,0.0,0.0,0.2975897318875856,0.0,,,,,,,,,,,,ELIMINATED,ONE NATION,,,0.2634972702,,,,,Weights,0.895,0.0,0.0,0.105,0.0,0.0,,,,,,,,,,,,ELIMINATED,GREENS,,,0.2422704431,,,,,Weights,0.257,0.0,0.0,0.743,0.0,0.0,,,,,,,,,,,,ELIMINATED,LIBERAL,,,0.2394912556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.0628757314,,,0.158517689,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.1370578631,,0.1350295227,,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07677801216,,,0.1935671011,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.07168226037,,,0.1807200649,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.05902006529,,,0.148797066,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06757894643,,,0.1703750903,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,,0.182722052,,,0.07741374085,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.2182698979,,,0.02560708299,,,,,,,,,,,,,,,,,,,,,,,DISTRIBUTED,0.06948897414,,,0.1751905123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Round 5 (2CP),0.5420263517,0.0,0.0,0.46712539788783913,0.0,0.0,2.0,1.00915175,,True,False,False,True,False,False,ON,,2CP,0.5371108477,,,0.4628891523,,,,,Round 5 (2CP),0.5777359064,0.0,0.40820496823465113,0.0,0.0,0.0,2.0,0.9859408746,,True,False,True,False,False,False,GRN,,2CP,0.585974191,,0.414025809,,,,,,Round 5 (2CP),0.5487272663,0.0,0.0,0.4836385739051932,0.0,0.0,2.0,1.03236584,,True,False,False,True,False,False,ON,,2CP,0.531524044,,,0.468475956,,,,,Round 5 (2CP),0.5534922206,0.0,0.0,0.4556898485705425,0.0,0.0,2.0,1.009182069,,True,False,False,True,False,False,ON,,2CP,0.5484562573,,,0.4515437427,,,,,Round 5 (2CP),0.5576670681,0.0,0.0,0.4570028517120756,0.0,0.0,2.0,1.01466992,,True,False,False,True,False,False,ON,,2CP,0.5496044154,,,0.4503955846,,,,,Round 5 (2CP),0.5459792983,0.0,0.0,0.4600649636809715,0.0,0.0,2.0,1.006044262,,True,False,False,True,False,False,ON,,2CP,0.5426990828,,,0.4573009172,,,,,Round 5 (2CP),0,0.5059040830843877,0.0,0.0,0.4813387548926967,0.0,2.0,0.987242838,,False,True,False,False,True,False,IND,,2CP,,0.5124413808,,,0.4875586192,,,,Round 5 (2CP),0.6200332564,0.0,0.0,0.38659791877596805,0.0,0.0,2.0,1.006631175,,True,False,False,True,False,False,ON,,2CP,0.6159487921,,,0.3840512079,,,,,Round 5 (2CP),0.5300693642,0.0,0.0,0.4915941858625502,0.0,0.0,2.0,1.02166355,,True,False,False,True,False,False,ON,,2CP,0.5188296717,,,0.4811703283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.05717304334,-0.4057161089,,0.4628891523,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.07207173293,,0.07207173293,,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.03736946496,-0.431106491,,0.468475956,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.04520842834,-0.4063353144,,0.4515437427,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.06546569967,-0.3849298849,,0.4503955846,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.03435756909,-0.4229433481,,0.4573009172,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,,-0.01300531711,,,0.01300531711,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.05926813988,-0.324783068,,0.3840512079,,,,,,Primary row,,,,3,,,,,,,,,,,,,SWING,-0.04363145023,-0.4375388781,,0.4811703283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,31.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,32.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,33.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,34.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,35.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,36.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,37.0,,,,,,,,,,,,,,,,,RESULT,NATIONAL RETAIN,,,,,,,,,38.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,39.0,,,,,,,,,,,,,,,,,RESULT,LABOR RETAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RURAL,CALARE (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,CALARE (NSW),FULL DISTRIBUTION,,,,,,,,EDEN-MONARO (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"EDEN-MONARO
(NSW)",FULL DISTRIBUTION,,,,,,,,GILMORE (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"GILMORE
(NSW)",FULL DISTRIBUTION,,,,,,,,HUNTER (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"HUNTER
(NSW)",FULL DISTRIBUTION,,,,,,,,LYNE (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"LYNE
(NSW)",FULL DISTRIBUTION,,,,,,,,NEW ENGLAND (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"NEW ENGLAND
(NSW)",FULL DISTRIBUTION,,,,,,,,PAGE (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"PAGE
(NSW)",FULL DISTRIBUTION,,,,,,,,PARKES (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"PARKES
(NSW)",FULL DISTRIBUTION,,,,,,,,RICHMOND (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"RICHMOND
(NSW)",FULL DISTRIBUTION,,,,,,,,FARRER (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"FARRER
(NSW)",FULL DISTRIBUTION,,,,,,,,RIVERINA (NSW),RAW,,,,,,,,,AliveMask,,,,,,,,"RIVERINA
(NSW)",FULL DISTRIBUTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,ALP,LNP,GRN,ON,IND,OTH,Parties left,,,,,,,,,,,,ALP,LNP,GRN,ON,IND,OTH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
