,,,,,,,,,,,,,,,,,,,,,,,,,,2028 FEDERAL ELECTION PROJECTOR,,,,,,,,,,,,,,,,,,,,SEATS PROJECTED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,FIRST PREFERENCE,,,,,,,TWO-PARTY-PREFERRED,,,,,,,SEATS,,,,,,150,OUT OF,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,SEATS,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,NATIONAL,,,GRN,ALP,OTH,IND,LNP,ON,,ALP,,SWING,,LNP,,,ALP,,CROSSBENCH,,LNP,,NATIONAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALP,,GRN,IND,OTH,ON,LNP
,,,,,,,,,,,,,,,,,,Cunningham (NSW),,0.3750524186,-0.0718620383,0.121617986,-0.1105814702,0.2212443415,0.01700789001,0.251443343,0.1755388103,0,0,0.03064191091,-0.01010319188,0.3991167455,,,,0.2422704431,,0.3586128114,,,,,,0.6159487921,,,0.3840512079,,,-0.05926813988,,LABOR RETAIN,,,ALP-ONP,0.1159487921,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Whitlam (NSW),,0.3279565415,-0.05835470297,0.1700559314,-0.1126840152,0.134185308,0.01006806986,0.2350377705,0.1583884237,0.08114217248,0.03314217248,0.05162227613,0.007081678235,0.4508141551,,0.2394912556,,,,0.3096945893,,,,,,0.5188296717,,,0.4811703283,,,-0.04363145023,,LABOR RETAIN,,,ALP-ONP,0.01882967165,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Calare (NSW),,0.05502896154,-0.04929317045,0.227419567,-0.06972818349,0.05534612169,0.02002941942,0.2447533176,0.1675891933,0.346520102,-0.04803324009,0.07093193022,-0.02056401866,,,0.2834400243,,,,0.2841347028,,0.432425273,,,,,,,0.506837579,0.493162421,,-0.0746337904,,ONE NATION GAIN,,,ONP-IND,0.006837578975,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Eden-Monaro (NSW),,0.3604308134,-0.06994420525,0.2133638703,-0.1054580332,0.1151890164,0.01490700536,0.2427994951,0.1732212044,0.02396671952,0.0006667195157,0.04425008524,0.002527389889,0.4693517267,,0.245814987,,,,0.2848332863,,,,,,0.539163183,,,0.460836817,,,-0.03298308919,,LABOR RETAIN,,,ALP-ONP,0.03916318303,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gilmore (NSW),,0.3151584654,-0.06611894268,0.2504079357,-0.09399518718,0.09702722032,0.02560186486,0.1934270911,0.1433879206,0.07270139732,-0.002677025599,0.07127789018,-0.006198630044,0.4620341113,,0.2920933876,,,,0.2458725011,,,,,,0.5282701596,0.4717298404,,,,,-0.02302516791,,LABOR RETAIN,,,ALP-LNP,0.02827015955,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hunter (NSW),,0.3613316554,-0.07371025303,0.08439392457,-0.0972988901,0.09481731974,0.02061787852,0.3301833567,0.1688985225,0,0,0.1292737436,-0.01850725791,0.4520089015,,,,,,0.4006690277,,,,0.1473220708,,0.5089829267,,,0.4910170733,,,-0.08137096688,,LABOR RETAIN,,,ALP-ONP,0.008982926667,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lyne (NSW),,0.137273672,-0.06086990363,0.2602146742,-0.1021081425,0.08299933517,0.01919503705,0.2209673006,0.137071553,0.1480007345,-0.006942109601,0.1505442835,0.01365356566,,,0.3768429007,,,,0.2947787253,,0.328378374,,,,,0.5538357561,,,0.4461642439,,-0.04396031158,,NATIONAL RETAIN,,,LNP-IND,0.05383575609,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,New England (NSW),,0.1398134165,-0.06336815524,0.400558491,-0.1216373007,0.09462107725,0.01571145208,0.2715760083,0.1719922887,0.03584570653,-0.001234733538,0.05758530041,-0.001463551321,0.2346348024,,0.4423003999,,,,0.3230647977,,,,,,,0.5805235373,,0.4194764627,,,-0.09007272321,,NATIONAL RETAIN,,,LNP-ONP,0.08052353726,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Page (NSW),,0.1543570184,-0.0660177237,0.3429188365,-0.1036581102,0.1556294736,0.004459334019,0.1881587698,0.1311667443,0.03228654713,0.01128654713,0.1266493546,0.03606809539,0.3109044122,,0.4131033337,,,,0.2759922541,,,,,,0.3842975926,0.6157024074,,,,,0.02284406959,,NATIONAL RETAIN,,,ALP-LNP,0.1157024074,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Parkes (NSW),,0.1339167436,-0.06277112049,0.3052054368,-0.09438650499,0.07452060939,0.01346442512,0.3086957505,0.1721678681,0.02557177934,0.0008117995536,0.1520896804,-0.02928646729,,,0.3814294948,,,,0.3471428567,,,,0.2714276485,,,0.4814992093,,0.5185007907,,,-0.1481975119,,ONE NATION GAIN,,,LNP-ONP,0.01850079071,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Richmond (NSW),,0.2638574802,-0.04010051964,0.143120006,-0.1026590168,0.3082784534,0.04355743808,0.1456537561,0.09125746066,0,-0.0167,0.1390903043,0.03396605701,0.3093030249,,,,0.3496226957,,0.3410742795,,,,,,,,0.6462146373,0.3537853627,,,-0.600036207,,GREENS GAIN,,,GRN-ONP,0.1462146373,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Farrer (NSW),,0.09549721247,-0.05539107916,0.3279352571,-0.1061972638,0.07417540487,0.0248366509,0.2181832948,0.152175125,0.1880560296,-0.01150152253,0.09615280115,-0.003921910435,,,0.3847495397,,,,0.2935643711,,0.3216860892,,,,,0.5287718931,,,0.4712281069,,-0.03317565359,,LIBERAL RETAIN,,,LNP-IND,0.02877189305,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Riverina (NSW),,0.133347942,-0.05095433416,0.2626098893,-0.140632833,0.06530602936,0.02026507015,0.2615532187,0.1630337973,0.1551729218,0.0418729218,0.1220099988,0.01865294979,,,0.3587384708,,,,0.319879285,,0.3213822442,,,,,0.6170662032,,,0.3829337968,,-0.009142022676,,NATIONAL RETAIN,,,LNP-IND,0.1170662032,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Chisholm (VIC),,0.3308273215,-0.05653480389,0.2761413346,-0.09625979061,0.1532864615,0.02829200752,0.1338694749,0.1147378518,0.05911321113,-0.0001983698883,0.04676219637,0.009963105032,0.3774905481,,0.4193182373,,0.2031912146,,,,,,,,0.5504571957,0.4495428043,,,,,-0.006551669047,,LABOR RETAIN,,,ALP-LNP,0.05045719574,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Goldstein (VIC),,0.07987647219,-0.05674140752,0.3291287627,-0.1061327072,0.09775589655,0.02588086954,0.1373426153,0.1197326286,0.3276760346,0.02011938783,0.02822021866,-0.002858771252,,,0.3536432763,,,,0.1664654484,,0.4798912753,,,,,0.4836430718,,,0.5163569282,,-0.01711337092,,INDEPENDENT GAIN,,,LNP-IND,0.01635692819,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hotham (VIC),,0.4210836193,-0.06737802782,0.1543881814,-0.1030804424,0.1689808796,0.02040869786,0.1923967729,0.1457066937,0,0,0.06315054684,0.004343078689,0.4556545005,,,,0.1983888796,,0.3459566199,,,,,,0.6332125478,,,0.3667874522,,,-0.03538110073,,LABOR RETAIN,,,ALP-ONP,0.1332125478,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Kooyong (VIC),,0.06157634342,-0.05743956193,0.3450489268,-0.08624987967,0.1087960262,0.0313151135,0.1056276414,0.09517207102,0.3607104561,0.02157911286,0.01824060616,-0.004376855779,,,0.4490519054,,0.143731158,,,,0.4072169366,,,,,0.4632819034,,,0.5367180966,,0.03004516179,,INDEPENDENT RETAIN,,,LNP-IND,0.03671809658,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Macnamara (VIC),,0.307020899,-0.05403871948,0.216095228,-0.1088664017,0.3004559805,0.04570703195,0.1604856859,0.1325501082,0,-0.01834798381,0.01594220652,0.00299596482,0.334897601,,0.3399914031,,0.3251109959,,,,,,,,0.633622953,0.366377047,,,,,0.01567162852,,LABOR RETAIN,,,ALP-LNP,0.133622953,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Cooper (VIC),,0.3602591658,-0.0593958079,0.04166089306,-0.1096599108,0.2814602259,0.02935493343,0.2030791389,0.150246986,0,0,0.1135405763,-0.01054620077,0.3949644385,,,,0.3549318783,,0.2501036833,,,,,,0.5838182401,,0.4161817599,,,,-0.01334124161,,LABOR RETAIN,,,ALP-GRN,0.08381824011,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Melbourne (VIC),,0.2482680584,-0.06514011825,0.08764348306,-0.1100722217,0.4429138143,0.04827256976,0.143705398,0.1186869266,0.04870487064,-0.0007471447976,0.02876437556,0.008999988398,0.3205471385,,,,0.4813136805,,0.198139181,,,,,,0.4793498645,,0.5206501355,,,,-0.05080981044,,GREENS GAIN,,,ALP-GRN,0.02065013553,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Wills (VIC),,0.3051282385,-0.05075301597,0.02468665983,-0.1039421557,0.3748755914,0.02113496237,0.1773328169,0.1423358684,0,0,0.1179766933,-0.008775659101,0.3356704669,,,,0.4449366375,,0.2193928956,,,,,,0.4678215567,,0.5321784433,,,,-0.04646597936,,GREENS GAIN,,,ALP-GRN,0.03217844327,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Fraser (VIC),,0.3696488377,-0.05639822789,0.0759874046,-0.09266902016,0.2585036126,0.005672510993,0.1971831603,0.1494010505,0,0,0.0986769847,-0.006006313433,0.4176475415,,,,0.3459618343,,0.2363906242,,,,,,0.5330195128,,0.4669804872,,,,-0.05924601987,,LABOR RETAIN,,,ALP-GRN,0.0330195128,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gellibrand (VIC),,0.3994644327,-0.06672442304,0.1527671941,-0.1090053958,0.1862715539,0.01580901517,0.2118567502,0.1520670123,0,0,0.04964006914,0.007853791313,0.4322981145,,,,0.209745957,,0.3579559285,,,,,,0.620020746,,,0.379979254,,,-0.0310029988,,LABOR RETAIN,,,ALP-ONP,0.120020746,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Maribyrnong (VIC),,0.3589071461,-0.05534863419,0.1842011968,-0.1204293238,0.2208752195,0.008693236168,0.2164308246,0.1474991088,0,0,0.01958561301,0.01958561301,0.3893150984,,,,0.2384383856,,0.3722465161,,,,,,0.6027174535,,,0.3972825465,,,-0.02373829624,,LABOR RETAIN,,,ALP-ONP,0.1027174535,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Aston (VIC),,0.3049778638,-0.06758811314,0.2812448338,-0.09547229605,0.1371512064,0.0218201611,0.1782327895,0.1442042594,0.03933677143,-0.00202000014,0.05905653504,-0.0009440111682,0.4445295424,,0.3278217949,,,,0.2276486627,,,,,,0.5065747047,0.4934252953,,,,,-0.02770416905,,LABOR RETAIN,,,ALP-LNP,0.006574704672,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Deakin (VIC),,0.2882964019,-0.05953533125,0.2870563379,-0.1002102347,0.145634344,0.02652467961,0.1593649581,0.1330202344,0.0702099813,-0.001292178746,0.04943797685,0.001492830668,0.4511734082,,0.3384444941,,,,0.2103820977,,,,,,0.5055458185,0.4944541815,,,,,-0.02268190799,,LABOR RETAIN,,,ALP-LNP,0.005545818473,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Menzies (VIC),,0.2887814234,-0.05858218806,0.3041757781,-0.1022301435,0.1368281398,0.02718727348,0.1445331103,0.1248675707,0.06305641145,-0.000609859229,0.06262513698,0.009367346616,0.4427884274,,0.3621966724,,,,0.1950149002,,,,,,0.4943316445,0.5056683555,,,,,-0.01644236625,,LIBERAL GAIN,,,ALP-LNP,0.005668355469,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Calwell (VIC),,0.320586675,0.01538362936,0.07310735212,-0.08396362482,0.1194567158,0.03663544939,0.2259054452,0.1883241824,0.1350726897,0.01557268974,0.1258711221,0.01474145784,0.4438845175,,,,,,0.2971095147,,0.2590059678,,,,0.6165551627,,,0.3834448373,,,0.07419831882,,LABOR RETAIN,,,ALP-ONP,0.1165551627,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Jagajaga (VIC),,0.3644894393,-0.06111295139,0.1831643792,-0.1113837266,0.1786135634,0.02259055693,0.1793025203,0.1406253045,0.05814803009,-0.002023528608,0.03628206768,0.01130434511,0.4198058793,,0.3516181432,,0.2285759775,,,,,,,,0.6260587559,0.3739412441,,,,,-0.002731782291,,LABOR RETAIN,,,ALP-LNP,0.1260587559,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Scullin (VIC),,0.3909176735,-0.05807502424,0.09521271702,-0.1099454994,0.1154212984,0.02126831273,0.2333485472,0.1670478584,0,0,0.165099764,-0.02029564751,0.5104339012,,,,,,0.3000397018,,,,0.1895263971,,0.5693727977,,,0.4306272023,,,-0.07356054941,,LABOR RETAIN,,,ALP-ONP,0.06937279773,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bruce (VIC),,0.3789561689,-0.07412801838,0.1383411447,-0.09146140155,0.1323503624,0.01167708351,0.2406503852,0.159084272,0,0,0.1097019388,-0.005171935604,0.5154472181,,0.1835752139,,,,0.300977568,,,,,,0.5675825788,,,0.4324174212,,,-0.07858068124,,LABOR RETAIN,,,ALP-ONP,0.06758257884,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Dunkley (VIC),,0.3281737829,-0.05463850246,0.2092575201,-0.1139510243,0.131549202,0.01568509886,0.2189194629,0.1502748595,0.02694816055,-0.002647611221,0.08515187162,0.005277179625,0.4808713041,,0.2524583221,,,,0.2666703738,,,,,,0.5525694676,,,0.4474305324,,,-0.01822314215,,LABOR RETAIN,,,ALP-ONP,0.0525694676,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Holt (VIC),,0.3777675519,-0.07254181789,0.1481661502,-0.1021512813,0.1228671016,0.01078858011,0.2463201366,0.159102046,0,0,0.1048790597,0.004802473038,0.5171542384,,0.1886982153,,,,0.2941475462,,,,,,0.5707445316,,,0.4292554684,,,-0.0695400483,,LABOR RETAIN,,,ALP-ONP,0.07074453159,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Isaacs (VIC),,0.4233616338,-0.07075470824,0.1762069015,-0.1072070067,0.1558115529,0.01530628854,0.1959030354,0.1497858799,0,0,0.04871687639,0.01286954646,0.558238458,,0.2101994133,,,,0.2315621287,,,,,,0.6179350913,,,0.3820649087,,,-0.02546809406,,LABOR RETAIN,,,ALP-ONP,0.1179350913,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gorton (VIC),,0.365024016,-0.06549701015,0.174183154,-0.1175121647,0.1212031968,0.0132599719,0.2324649245,0.169545062,0,0,0.1071247087,0.000204140919,0.4956449371,,0.2275472473,,,,0.2768078156,,,,,,0.5602683553,,,0.4397316447,,,-0.04257039988,,LABOR RETAIN,,,ALP-ONP,0.0602683553,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lalor (VIC),,0.3675374573,-0.05935912218,0.1447921354,-0.1157634425,0.1584150911,0.005510292741,0.2265856086,0.1562218038,0.02508418764,0.003922671184,0.07758551986,0.009467796959,0.4132437903,,,,0.1954010655,,0.3913551442,,,,,,0.5881277439,,,0.4118722561,,,-0.04400835052,,LABOR RETAIN,,,ALP-ONP,0.08812774391,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,La Trobe (VIC),,0.2453200396,-0.07594653575,0.2928848174,-0.09842750284,0.1417452619,0.01255921311,0.2379547473,0.161172721,0,0,0.08209513392,0.0006421045234,0.3652482144,,0.3449713646,,,,0.2897804209,,,,,,0.4447035476,0.5552964524,,,,,0.03469192428,,LIBERAL RETAIN,,,ALP-LNP,0.05529645245,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Ballarat (VIC),,0.3680114426,-0.0554915228,0.1688162773,-0.1170360281,0.161488424,0.01815572836,0.2300545651,0.1532514276,0.02534205095,-0.00272376118,0.04628724008,0.003844156096,0.5146554672,,0.2098032417,,,,0.2755412911,,,,,,0.5742395878,,,0.4257604122,,,-0.03240858512,,LABOR RETAIN,,,ALP-ONP,0.07423958783,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bendigo (VIC),,0.3007351758,-0.03477417075,0.2608475905,-0.141367816,0.1392914461,0.02599806886,0.2131072082,0.1637529777,0,-0.01051427071,0.08601857939,-0.003094789021,0.4275737814,,0.3335520743,,,,0.2388741443,,,,,,0.493251406,0.506748594,,,,,-0.02073792026,,NATIONAL GAIN,,,ALP-LNP,0.006748593976,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Corangamite (VIC),,0.3216166851,-0.05152309568,0.2326460704,-0.1085190901,0.1671338873,0.02365186457,0.1714818682,0.1393438178,0.0420367579,-0.001849033295,0.06508473109,-0.001104463294,0.3800792955,,0.3890279863,,0.2308927182,,,,,,,,0.5835309687,0.4164690313,,,,,0.003056060002,,LABOR RETAIN,,,ALP-LNP,0.08353096867,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Corio (VIC),,0.3640015655,-0.06439619552,0.1357160309,-0.113070564,0.173167414,0.01448578426,0.2509906329,0.1516229644,0.02994777909,0.0008351297384,0.04617657763,0.01052288117,0.3983982089,,,,0.2195583822,,0.3820434088,,,,,,0.594902961,,,0.405097039,,,-0.03741035604,,LABOR RETAIN,,,ALP-ONP,0.09490296102,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Hawke (VIC),,0.3226337183,-0.06862204904,0.1785807203,-0.1236915472,0.1130469117,0.01500901812,0.2570516277,0.1603911578,0,0,0.128687022,0.01691342035,0.4346190449,,0.2293384688,,,,0.3360424863,,,,,,0.4997511701,,,0.5002488299,,,-0.07655136226,,ONE NATION GAIN,,,ALP-ONP,0.0002488299187,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Casey (VIC),,0.185689897,-0.05686533398,0.2878211813,-0.12088375,0.1340857511,0.02466369846,0.2023020639,0.1516333233,0.1020622637,-0.003019079352,0.08803884302,0.00447114152,0.3834353038,,0.3425023207,,,,0.2740623756,,,,,,0.4561983664,0.5438016336,,,,,0.01414464005,,LIBERAL RETAIN,,,ALP-LNP,0.04380163356,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Flinders (VIC),,0.1572099309,-0.06573934819,0.2923297347,-0.1199028036,0.08584131862,0.02227701905,0.1952519083,0.1422512035,0.2094222094,-0.0114735208,0.05994489807,0.03258745004,,,0.4485907774,,,,0.2451213194,,0.3062879032,,,,,0.6249245063,,,0.3750754937,,0.1020526703,,LIBERAL RETAIN,,,LNP-IND,0.1249245063,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Gippsland (VIC),,0.145741044,-0.06704461442,0.4125158024,-0.1128474157,0.1018296538,0.01690057921,0.3042710785,0.1599575177,0,0,0.03564242131,0.003033933179,0.2273945877,,0.44599936,,,,0.3266060524,,,,,,,0.5799572938,,0.4200427062,,,-0.1136031026,,NATIONAL RETAIN,,,LNP-ONP,0.07995729376,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Monash (VIC),,0.1542160383,-0.04875121658,0.2179848018,-0.09980994841,0.078752669,0.02943498155,0.2490333786,0.169379851,0.2316163698,-0.04127938606,0.06839674245,-0.008974281458,,,0.3319996312,,,,0.2630059068,,0.404994462,,,,,0.4986095198,,,0.5013904802,,-0.04183664138,,INDEPENDENT GAIN,,,LNP-IND,0.00139048018,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Indi (VIC),,0.02318162668,-0.06024073211,0.1928930025,-0.1141549767,0.0536993887,0.0174148224,0.2341062971,0.1620476821,0.4302487201,-0.006933978983,0.06587096488,0.001867183265,,,0.2157813648,,,,0.2798099075,,0.5044087276,,,,,,,0.4493524085,0.5506475915,,-0.03477429454,,INDEPENDENT RETAIN,,,ONP-IND,0.05064759154,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,McEwen (VIC),,0.312544837,-0.06098196027,0.2127623788,-0.1124557938,0.1361016494,0.02508930935,0.2294093658,0.163752076,0,0,0.109181769,-0.01540363131,0.4487755554,,0.2662068461,,,,0.2850175985,,,,,,0.5243782997,,,0.4756217003,,,-0.02216678294,,LABOR RETAIN,,,ALP-ONP,0.02437829969,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Nicholls (VIC),,0.1265394073,-0.1158388583,0.2810682835,-0.1813469648,0.07044856657,-0.007651096793,0.2275716434,0.1128686896,0.2236940814,0.2236940814,0.07067801784,-0.0317258511,,,0.3871566851,,,,0.2695164102,,0.3433269047,,,,,0.6048124269,,,0.3951875731,,-0.03695894474,,NATIONAL RETAIN,,,LNP-IND,0.1048124269,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Mallee (VIC),,0.0999086829,-0.07820095759,0.3125802023,-0.1505390077,0.08378089476,-0.001311340909,0.2375193452,0.135004317,0.1245053007,0.1245053007,0.1417055741,-0.02945831154,0.2351287839,,0.4123171296,,,,0.3525540865,,,,,,,0.550831271,,0.449168729,,,-0.1419471208,,NATIONAL RETAIN,,,LNP-ONP,0.05083127096,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Wannon (VIC),,0.06847845876,-0.03711481161,0.3299814801,-0.1064116722,0.05660892977,0.0249807568,0.1908703405,0.1490683925,0.2942298212,-0.02680212981,0.05983096967,-0.003720535641,,,0.3851302981,,,,0.2297528926,,0.3851168093,,,,,0.5387317494,,,0.4612682506,,0.00481609117,,LIBERAL RETAIN,,,LNP-IND,0.03873174938,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Brisbane (QLD),,0.2580797371,-0.06344267922,0.2473523745,-0.09533578296,0.2908531109,0.03203329964,0.1597752494,0.1345100004,0,0,0.04393952798,-0.007764837902,0.2967536937,,0.3789421185,,0.3243041878,,,,,,,,,0.4508515527,0.5491484473,,,,-0.5895977245,,GREENS GAIN,,,LNP-GRN,0.04914844732,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Lilley (QLD),,0.3952120606,-0.06554287116,0.1717691701,-0.1052129998,0.186285402,0.02226795135,0.1966889465,0.1541529071,0,0,0.05004442072,-0.005664987471,0.4302881027,,,,0.2056807067,,0.3640311906,,,,,,0.6143723352,,,0.3856276648,,,-0.03082872706,,LABOR RETAIN,,,ALP-ONP,0.1143723352,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Griffith (QLD),,0.279846983,-0.06523130657,0.1690529534,-0.09671025511,0.3535616236,0.0370246764,0.1645066521,0.1399301481,0,0,0.03303178796,-0.01501326286,0.367256371,,,,0.3790693094,,0.2536743196,,,,,,0.4851013441,,0.5148986559,,,,-0.1207039851,,GREENS GAIN,,,ALP-GRN,0.01489865588,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Moreton (QLD),,0.3600975094,-0.0629716255,0.1676583588,-0.08952743269,0.2388992228,0.02221177411,0.17389922,0.1452732862,0,0,0.05944568892,-0.0149860021,0.3995801179,,,,0.260130074,,0.3402898082,,,,,,0.6323965341,,,0.3676034659,,,-0.02851510493,,LABOR RETAIN,,,ALP-ONP,0.1323965341,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bonner (QLD),,0.3143019923,-0.08076995092,0.2690446514,-0.08568664637,0.1551615193,0.03091071714,0.1969007159,0.1587193747,0,0,0.06459112112,-0.02317349454,0.4479440316,,0.3130965001,,,,0.2389594682,,,,,,0.5130903524,0.4869096476,,,,,-0.03688644017,,LABOR RETAIN,,,ALP-LNP,0.01309035236,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Bowman (QLD),,0.2491499513,-0.06799007478,0.2889667356,-0.1071642802,0.1380259969,0.02052111203,0.2417095146,0.170867654,0,0,0.08214780162,-0.01623441106,0.3665281702,,0.3338906474,,,,0.2995811824,,,,,,0.4489766109,0.5510233891,,,,,0.0267473188,,LIBERAL-NATIONAL RETAIN,,,ALP-LNP,0.05102338906,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Dickson (QLD),,0.273535274,-0.06272159281,0.2550188634,-0.09190290211,0.1087899385,0.03244025111,0.2009248355,0.1589756027,0.09464721234,-0.02729823187,0.06708387622,-0.009493126999,0.4394631318,,0.3104797675,,,,0.2500571007,,,,,,0.5059640293,0.4940359707,,,,,-0.05462509739,,LABOR RETAIN,,,ALP-LNP,0.005964029337,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Petrie (QLD),,0.2875359213,-0.07668423074,0.2797330281,-0.09868330182,0.1350348268,0.0168589243,0.2295880997,0.1623917164,0,0,0.0681081241,-0.003883108175,0.4001927091,,0.31841517,,,,0.2813921209,,,,,,0.4796220922,0.5203779078,,,,,-0.0315516183,,LIBERAL-NATIONAL GAIN,,,ALP-LNP,0.02037790778,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Fadden (QLD),,0.1987191999,-0.07529988427,0.3030183917,-0.1065470521,0.1132981428,0.02029179637,0.2525695292,0.1726959194,0.03346392288,0.005430063222,0.09893081352,-0.01657084266,0.3193016902,,0.3466539539,,,,0.3340443558,,,,,,,0.5347542738,,0.4652457262,,,-0.4315670416,,LIBERAL-NATIONAL RETAIN,,,LNP-ONP,0.03475427381,,,,,,,,,,,,,,,,,,,,,,,,
